AssetName,AssetCode,InvestmentStrategy,AcquisitionType,AcquisitionDate,SaleDate,IsTaxCredit,ActualStabilizationDate,AreaType,AssetClass,AssetStyle,StabilizationStatus,OccupancyStabilizationDate,AxiometricsMSAID,AxiometricsSubMarketID,CoStarSubMarketID,CBSAID,oslPropertyID,oslSubPropertyID,AverageBuildYear,YearBuiltEnd,YearRenovated,CurrentUnitCount,RentableSquareFoot,ConstructionBeginDate,ConstructionEndDate,Acreage,AcquisitionPrice,TotalHardCosts,TotalSoftAndClosingCosts,TotalProjectCosts,IsSeniorHousing,IsUnitReno,IsRecapitalization,ZipCode,Latitude,Longitude,WebAddress,EmailAddress,osaEntityID,Phone,Address1,PlannedUnitCount,LegalName,TaxID,Portfolio,City,StateCode
"Cortland Grand River - Phase 2 - One330","on80920","Core-Plus","Acquisition",2019-12-17 00:00:00.0000000,,False,2024-02-16 00:00:00.0000000,"Suburban","A","Garden-Style","Stabilized",2024-02-16 00:00:00.0000000,17820,4,8799,17820,4607018,1317,2019.000000,2019,,149,151412,,,,37101000,458019.704325,1509498.09309071,39068517.797415704,False,False,False,"80920-3211",38.945895,-104.806190,"cortland.com/grand-river","GrandRiver@cortland.com","one330","(719) 299-3171","7755 Kaleb Grv",,"Kelly CO Partners LLC","84-3518924","Stand-alone","Colorado Springs","CO"
"Cortland Bellevue","corb37209","Core-Plus","Acquisition",2017-12-19 00:00:00.0000000,2024-08-28 00:00:00.0000000,False,2018-04-17 00:00:00.0000000,"Suburban","A","Garden-Style","Stabilized",2018-04-17 00:00:00.0000000,34980,5,7960,34980,4275227,719,2017.000000,2017,,322,321468,2017-12-31 00:00:00.0000000,2018-11-30 00:00:00.0000000,,69552000,1193585,2287020,73032605,False,True,False,"37209-5249",36.112570,-86.924804,"www.cortlandbellevue.com","bellevue@cortland.com","bellevue","(615) 551-9453","645 Old Hickory Blvd",,,,"Portfolio 20","Nashville","TN"
"Cortland Santos Flats","corsf33619","Core-Plus","Acquisition",2022-03-22 00:00:00.0000000,,False,2022-05-17 00:00:00.0000000,"Suburban","A","Mid-Rise","Stabilized",2022-05-17 00:00:00.0000000,45300,9,7923,45300,4943172,1761,2021.000000,2021,,296,296963,,,,119880000,768600,1893452,122542052,False,False,False,"33619-6657",27.923078,-82.358217,"cortland.com/santos-flats","santosflats@cortland.com","santosflats","(813) 669-3014","8733 Rooks Park Cir",296,"Rooks Park FL Partners LLC","83-2495528","CGI","Tampa","FL"
"Cortland Phillips Creek Ranch","corpcrpp75034",,,,,False,,,,,"Non-Stabilized",,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,
"Cortland Westshore","bowbn33616","Opportunistic","Development",2015-01-30 00:00:00.0000000,2021-07-01 00:00:00.0000000,False,2023-06-30 00:00:00.0000000,"Infill","A","Mid-Rise","Stabilized",2023-06-30 00:00:00.0000000,45300,2,7922,45300,4592949,1383,2018.500000,2019,,587,563016,2018-08-31 00:00:00.0000000,2020-11-30 00:00:00.0000000,,20000000,103480000,26348001.825194299,149828001.825194,False,False,False,"33616-1360",27.877072,-82.527956,"Cortland.com/Westshore","westshore@cortland.com","westshore","(813) 592-7388","6207 S West Shore Blvd",587,"Westshore FL Partners, LLC","47-2556058","Bowery Bayside","Tampa","FL"
"Cortland Colburn","corco34747","Opportunistic","Development",2021-07-09 00:00:00.0000000,,False,2024-04-02 00:00:00.0000000,"Suburban","A","Garden-Style","Stabilized",2024-04-02 00:00:00.0000000,29460,2,7501,36740,4922983,1889,2021.500000,2022,,300,341833,2021-06-30 00:00:00.0000000,2023-05-31 00:00:00.0000000,,7980000,63708000,21596000,93284000,False,False,False,"34747",28.286630,-81.582500,"cortland.com/colburn","colburn@cortland.com","colburn","(407) 305-7868","2195 CELEBRATION BLVD.",300,"CP DTC I CIV Holdings, LLC","86-1724745","Stand-alone","CELEBRATION","FL"
"Cortland Mountain Vista","dismv85209","Value-Add","Acquisition",2018-09-14 00:00:00.0000000,2021-09-30 00:00:00.0000000,False,2023-09-01 00:00:00.0000000,"Suburban","B","Garden-Style","Stabilized",2023-09-01 00:00:00.0000000,38060,16,7844,38060,4382816,1074,2009.000000,2009,,384,370380,2018-10-31 00:00:00.0000000,2020-02-29 00:00:00.0000000,19.600000000000001,62000000,10037959,2601997,74639956,False,True,False,"85209-3817",33.391782,-111.604738,"cortland.com/mountain-vista","mountainvista@cortland.com","mountainvistawarba","(480) 470-5040","1304 S 105th Pl",,"South 105th AZ Partners LLC","83-1221760","Stand-alone","Mesa","AZ"
"Cortland Duluth - Phase 1","chel830096","Core-Plus","Acquisition",2013-03-22 00:00:00.0000000,2018-12-14 00:00:00.0000000,False,2020-10-02 00:00:00.0000000,"Suburban","A","Garden-Style","Stabilized",2020-10-02 00:00:00.0000000,12060,35,6730,12060,2946888,106,2002.000000,2002,,535,560422,,2019-09-30 00:00:00.0000000,47.920000000000002,40582079.740000002,1415552.8500000001,1402136.3700000001,43399768.960000001,False,True,False,"30096-1201",33.953580,-84.082897,"https://www.chelsea88apts.com","chelsea88@cortlandpartners.com","idlewylde2","(770) 935-5151","1335 Herrington Road",,"Herrington Road Apartment Partners, LLC","46-1841594","Portfolio 8","Duluth","GA"
"Cortland Hilliard","peypa43026","Value-Add","Acquisition",2021-10-12 00:00:00.0000000,,False,2021-11-11 00:00:00.0000000,"Suburban","A","Garden-Style","Stabilized",2021-11-11 00:00:00.0000000,18140,8,8014,18140,4870580,1631,2019.000000,2019,,128,119296,,,,22597000,1697806.2737495999,1446952.8119008299,25741759.085650399,False,True,False,"43026",40.005705,-83.139092,"cortland.com/hilliard","hilliard@cortland.com","peytonpark","(614) 470-2876","2581 WALCUTT RD. HILLIARD",,"Peyton Park LLC","83-2495528","CGI","HILLIARD","OH"
"Cortland Addison Circle","15777qoef75001","Core-Plus","Acquisition",2018-12-14 00:00:00.0000000,,False,2024-06-18 00:00:00.0000000,"Infill","A","Mid-Rise","Stabilized",2024-06-18 00:00:00.0000000,19124,19,7515,19100,3172765,1097,2009.000000,2009,2015,414,357035,,,5.9199999999999999,70500000,1462500,614690.18217519403,72577190.182175204,False,True,True,"75001-3474",32.964024,-96.826101,"cortland.com/addison-circle","addisoncircle@cortland.com","quorumoef","(972) 853-4162","15777 Quorum Dr",,,,"CGI","Addison","TX"
"Audubon Village","audv33615","Value-Add","Acquisition",2013-09-27 00:00:00.0000000,2018-10-31 00:00:00.0000000,False,2015-08-29 00:00:00.0000000,"Suburban","B","Garden-Style","Stabilized",2015-08-29 00:00:00.0000000,45300,3,7910,45300,3115896,140,1990.000000,1990,,447,367688,2013-10-31 00:00:00.0000000,2015-06-30 00:00:00.0000000,30.100000000000001,41906300,4863818.4000000004,1711285.0800000001,48481403.479999997,False,True,False,"33615-5009",27.981372,-82.569345,"www.audubonvillagetampa.com","AudubonVillage@cortlandpartners.com","audubon","(813) 886-5568","5830 Memorial Hwy",,"Memorial Hwy FL Partners, LLC","90-1016101","Portfolio 8","Tampa","FL"
"Hunters Ridge","hunr30092","Opportunistic","Acquisition",2011-02-04 00:00:00.0000000,2016-09-09 00:00:00.0000000,False,2013-04-13 00:00:00.0000000,"Suburban","B","Garden-Style","Stabilized",2013-04-13 00:00:00.0000000,12060,31,6727,12060,2691028,21,1980.000000,1980,,308,258560,,,30.850000000000001,7725000,1329000.1299999999,695999.53000000003,9749999.6600000001,False,False,False,"30092-3731",33.943665,-84.249154,"www.huntersridgeatlanta.com","huntersridge@cortlandpartners.com","huntrid","(770) 449-1334","1700 Hunter Ridge Ln",,"Cortland Hunter Ridge, LLC","27-4639191","Stand-alone","Norcross","GA"
"Sunbury Ridge","sunr43219","Value-Add","Acquisition",2014-09-30 00:00:00.0000000,,False,2023-06-03 00:00:00.0000000,"Suburban","A","Garden-Style","Stabilized",2023-06-03 00:00:00.0000000,18140,4,8020,18140,3388230,235,2000.000000,2000,,226,189660,2017-09-30 00:00:00.0000000,2018-10-31 00:00:00.0000000,20.5,13000000,2253942,673661.74580000003,15927603.7458,False,True,False,"43219-3595",40.012733,-82.931670,"http://www.sunburyridgeapts.com","sunburyridge@cortland.com","sunbury","(380) 208-0559","3030 Sunbury Ridge Dr",,"Sunbury OH Partners, LLC","47-1000096","Parkwood-Ohio","Columbus","OH"
"Cortland Bermuda Lake","retbcbre33510","Core-Plus","Acquisition",2020-02-28 00:00:00.0000000,,False,2018-03-01 00:00:00.0000000,"Suburban","A","Garden-Style","Stabilized",2018-03-01 00:00:00.0000000,45300,9,7923,45300,3789302,1357,2005.000000,2005,,352,388792,,,48.369999999999997,71757689,,,,False,True,True,"33510-2249",27.966303,-82.322644,"cortland.com/bermuda-lake","bermudalake@cortland.com","broadwaybre","(813) 375-0631","2648 Bermuda Lake Dr",,,,"Acorn 1","Brandon","FL"
"Cortland Bermuda Lake","retbc33510","Value-Add","Acquisition",2015-12-17 00:00:00.0000000,2020-02-28 00:00:00.0000000,False,2018-03-01 00:00:00.0000000,"Suburban","A","Garden-Style","Stabilized",2018-03-01 00:00:00.0000000,45300,9,7923,45300,3789302,389,2005.000000,2005,,352,388792,2016-04-30 00:00:00.0000000,2017-08-31 00:00:00.0000000,48.369999999999997,42500000,8313717.7747,1757332.8045000001,52571050.5792,False,True,False,"33510-2249",27.966303,-82.322644,"cortland.com/bermuda-lake","bermudalake@cortland.com","broadway","(813) 375-0631","2648 Bermuda Lake Dr",,,"47-5229981","Portfolio 16","Brandon","FL"
"Cortland Congress Park","colpo80206","Value-Add","Acquisition",2021-08-24 00:00:00.0000000,,False,,"Urban","B","Mid-Rise","Non-Stabilized",,19740,2,7790,19740,4840650,1594,2006.000000,2006,,193,179464,,,,66755900,8139578.6067133704,1185831.8500000001,76081310.456713393,False,True,False,"80206-4086",39.730744,-104.941028,"cortland.com/congress-park","CongressPark@cortland.com","coloradopointe","(720) 571-4617","901 Colorado Blvd",,"901 Colorado CO Partners, LLC","81-0773220","Stand-alone","Denver","CO"
"Cortland Belmar Phase II","corb280226","Value-add","Acquisition",2024-08-27 00:00:00.0000000,,False,,"Suburban","B","Mid-rise","Non-Stabilized",,19740,4,7798,19740,5394506,2163,2008.000000,2008,,308,301988,,,,99500000,10827660,1507102,111834762,False,False,False,"80226-3468",39.705520,-105.076029,"https://www.cortland.com/apartments/cortland-belma","belmardistro@cortland.com","belmar2","(720) 730-4273","445 S Saulsbury St",308,"Custer CO Partners LLC","99-4233621","Stand-alone","Lakewood","CO"
"Cortland Lake Howell","harlhbre232707","Core-Plus","Acquisition",2021-07-01 00:00:00.0000000,,False,2024-04-16 00:00:00.0000000,"Suburban","B","Garden-Style","Stabilized",2024-04-16 00:00:00.0000000,36740,9,7493,36740,3253697,1617,1991.000000,1991,,408,434608,,,,101000000,10088037,1817103,112905140,False,False,True,"32707-6452",28.634541,-81.318013,"cortland.com/lake-howell","LakeHowell@cortland.com","harborbre","(407) 863-3202","1280 Vinings Ln",,,"87-2611316","Acorn 2","Casselberry","FL"
"Cortland Vera Sanford","vers32771","Core-Plus","Acquisition",2018-10-23 00:00:00.0000000,,False,2019-06-12 00:00:00.0000000,"Suburban","A","Garden-Style","Stabilized",2019-06-12 00:00:00.0000000,36740,8,7497,36740,4412164,1059,2018.000000,2018,,332,343010,2018-11-30 00:00:00.0000000,2019-05-31 00:00:00.0000000,,67498120,951921,2813083,71263124,False,True,False,"32771-7568",28.820910,-81.335472,"cortland.com/vera-sanford","VeraSanford@cortland.com","sanford","(407) 707-9948","4856 Veracity Pt",,,,"Portfolio 20","Sanford","FL"
"Cortland River North - Phase 1","corrn160654","Core-plus","Acquisition",2022-06-28 00:00:00.0000000,,False,2023-06-16 00:00:00.0000000,"Urban","A","High-rise","Stabilized",2023-06-16 00:00:00.0000000,16980,2,6791,16980,4988127,1853,2015.000000,2015,,188,167450,,,,102303631,1468550,980215,109752396,False,False,False,"60654-4631",41.891680,-87.634911,"cortland.com/river-north","rivernorth@cortland.com","rivernorth","(312) 874-5165","220 W Illinois St",189,"W Illinois IL Partners LLC","83-2495528","CGI","Chicago","IL"
"Cortland Phillips Creek Ranch Phase 1 - Stratus","stratpcr75034","Core-Plus","Acquisition",2018-01-19 00:00:00.0000000,,False,2018-06-10 00:00:00.0000000,"Suburban","A","Garden-Style","Stabilized",2018-06-10 00:00:00.0000000,19124,29,7516,19100,4431920,699,2017.000000,2017,,218,234293,2018-02-28 00:00:00.0000000,2018-03-31 00:00:00.0000000,,37158350,411255,1206258,38775863,False,False,False,"75036-3027",33.128798,-96.888913,"https://www.cortlandphillipscr","phillipscreekranch@cortland.com","phillipscreek","(972) 325-7707","6300 F.M. Rd 423",,"DD PCR II LLC","46-3719613","Portfolio 20","Frisco","TX"
"Cortland Bull City","corbc27701","Core-Plus","Acquisition",2020-07-02 00:00:00.0000000,,False,2023-08-28 00:00:00.0000000,"Urban","A","Mid-Rise","Stabilized",2023-08-28 00:00:00.0000000,239580,9,8853,20500,4602295,1384,2020.000000,2020,,342,274752,,,3.7599999999999998,87210000,556743,5939349.8795551397,93706092.879555106,False,False,False,"27701-3635",35.994720,-78.908269,"cortland.com/bull-city","BullCity@cortland.com","bullcity","(984) 207-0820","600 Willard St",,"Willard NC Partners LP","85-1244705","Stand-alone","Durham","NC"
"The Bend at Broad","benb43004","Value-Add","Acquisition",2014-09-30 00:00:00.0000000,,False,2023-09-17 00:00:00.0000000,"Suburban","B","Garden-Style","Stabilized",2023-09-17 00:00:00.0000000,18140,4,8011,18140,3388227,237,1997.000000,1997,,384,314160,,2019-03-31 00:00:00.0000000,49.670000000000002,18416000,1757631.75,1070509.4092000001,21244141.159200002,False,True,False,"43004-9296",39.988091,-82.815349,"www.bendatbroad.com","bendatbroad@cortland.com","stonebridge","(380) 208-0459","170 Heatherbridge Ln",,"Heatherbridge OH Partners, LLC","47-1000033","Parkwood-Ohio","Blacklick","OH"
"Cortland Lake Howell","harlhy32707","Core-Plus","Acquisition",2017-12-21 00:00:00.0000000,2021-07-01 00:00:00.0000000,False,2024-04-16 00:00:00.0000000,"Suburban","B","Garden-Style","Stabilized",2024-04-16 00:00:00.0000000,36740,9,7493,36740,3253697,718,1991.000000,1991,2015,408,434608,,,,68000000,0,355635,68355635,False,True,True,"32707-6452",28.634541,-81.318013,"cortland.com/lake-howell","LakeHowell@cortland.com","harboryld","(407) 863-3202","1280 Vinings Ln",,"Harbor / Vinings FL Apartment REIT, LLC","82-3363807","YieldCo I","Casselberry","FL"
"Avington Park at Fossil Creek","avpfc76137","Core-Plus","Acquisition",2013-08-16 00:00:00.0000000,2019-04-01 00:00:00.0000000,False,2017-03-21 00:00:00.0000000,"Suburban","A","Garden-Style","Stabilized",2017-03-21 00:00:00.0000000,23104,8,7531,19100,4155550,126,2008.000000,2008,,240,230120,,,13.140000000000001,24000000,497000,1272340.5900000001,25769340.59,False,True,False,"76137-7079",32.852517,-97.305527,"cortland.com/fossil-creek","fossilcreek@cortland.com","avington","(817) 854-4137","6101 N Riverside Dr",,"North Riverside TX Partners, LLC","32-0412439","Portfolio 8","Fort Worth","TX"
"Cortland Sugarloaf","jams30043","Value-Add","Acquisition",2015-12-17 00:00:00.0000000,2020-02-28 00:00:00.0000000,False,2017-08-09 00:00:00.0000000,"Suburban","B","Garden-Style","Stabilized",2017-08-09 00:00:00.0000000,12060,34,6730,12060,3789301,390,2001.000000,2001,,406,441560,2016-03-31 00:00:00.0000000,2017-10-31 00:00:00.0000000,35.710000000000001,52125000,6926269.2002999997,1752837.8014,60804107.001699999,False,True,False,"30043-5767",33.966816,-84.067002,"cortland.com/sugarloaf","sugarloaf@cortland.com","sugarloaf","(404) 476-8057","5375 Sugarloaf Pkwy",,,"47-5320042","Portfolio 16","Lawrenceville","GA"
"Fountain Wood","founHMC76039","Value-Add","Acquisition",2021-04-01 00:00:00.0000000,,False,2022-11-24 00:00:00.0000000,"Suburban","B","Garden-Style","Stabilized",2022-11-24 00:00:00.0000000,23104,10,7523,19100,4559203,1485,1986.000000,1986,,288,228900,,,13.640000000000001,37954210.077178702,6705567.4833737696,1998150.8705071099,46657928.431059599,False,True,False,"76039-4683",32.866198,-97.068478,"cortland.com/fountainwood","fountainwood@cortland.com","fountainwoodhmc","(817) 799-8945","750 E Mid Cities Blvd",,"FOUNTAIN WOOD APTS LLC","46-3311466","Portfolio 22","Euless","TX"
"Cortland Inkwell Greenhouse","inkwg77084","Core-Plus","Acquisition",2020-07-01 00:00:00.0000000,,False,2021-06-01 00:00:00.0000000,"Suburban","A","Mid-Rise","Stabilized",2021-06-01 00:00:00.0000000,26420,20,6836,26420,4645673,1385,2019.000000,2019,,301,296617,2020-08-31 00:00:00.0000000,2022-01-31 00:00:00.0000000,,55969076.305220902,305000,925217.72392042598,57199294.029141299,False,False,False,"77084-7951",29.796432,-95.704300,"cortland.com/inkwell-greenhous","InkwellGreenhouse@cortland.com","inkwell","(281) 502-4837","2218 Greenhouse Rd",,"DD Greenhouse LLC","46-3688444","CGI","Houston","TX"
"Cortland Huntersville","adlb28078","Core-Plus","Acquisition",2019-11-13 00:00:00.0000000,2021-07-28 00:00:00.0000000,False,2020-08-14 00:00:00.0000000,"Suburban","A","Mid-Rise","Stabilized",2020-08-14 00:00:00.0000000,16740,13,7773,16740,4590288,1310,2019.000000,2019,,259,274509,2019-12-31 00:00:00.0000000,2020-11-30 00:00:00.0000000,,48951000,730239.30000000005,1192613.65013001,50873852.950130001,False,False,False,"28078-7227",35.378433,-80.832358,"cortland.com/huntersville","Huntersville@cortland.com","huntersville","(704) 875-7944","11418 Elmira Ave",,"Elmira NC Partners LLC","84-3519043","CGI","Huntersville","NC"
"Cortland Southpark Estates","estspm78748","Value-Add","Acquisition",2018-09-25 00:00:00.0000000,2021-07-01 00:00:00.0000000,False,2024-01-08 00:00:00.0000000,"Suburban","B","Garden-Style","Stabilized",2024-01-08 00:00:00.0000000,12420,6,7563,12420,4405684,1040,2009.000000,2009,,426,374480,2018-10-31 00:00:00.0000000,2020-04-30 00:00:00.0000000,30,61750000,10697918.8207797,1994980.47104919,74442899.291828901,False,True,False,"78748-6686",30.160543,-97.797051,"cortland.com/southpark-estates","southparkestates@cortland.com","estates","(512) 291-1300","10001 S 1st St",,"Estates TX Partners LLC","83-1519278","Portfolio 18","Austin","TX"
"Cortland River North","corrn60654","Core-plus","Acquisition",2022-06-28 00:00:00.0000000,,False,,"Urban","A","High-rise","Non-Stabilized",,16980,2,6791,16980,,,2015.000000,2015,,,,,,,102303631,,,,False,False,False,"60654",41.891680,-87.634911,,,,,"220 W Illinois St",,"W Illinois IL Partners LLC","83-2495528","CGI","Chicago","IL"
"Cortland at Raven","corar85042","Value-Add","Acquisition",2020-10-28 00:00:00.0000000,,False,2024-01-05 00:00:00.0000000,"Suburban","B","Garden-Style","Stabilized",2024-01-05 00:00:00.0000000,38060,4,7862,38060,4704990,1430,2001.000000,2001,,192,204062,2020-11-30 00:00:00.0000000,2023-04-30 00:00:00.0000000,,49192000,6654631,1984014,57830644,False,True,False,"85042-7202",33.379465,-112.002393,"cortland.com/raven","raven@cortland.com","raven","(602) 671-2376","3606 E Baseline Rd",,"Baseline AZ Partners LLC","85-2361889","Stand-alone","Phoenix","AZ"
"Cortland Portico","por30096","Value-Add","Acquisition",2015-12-09 00:00:00.0000000,2018-12-14 00:00:00.0000000,False,,"Suburban","B","Garden-Style","Non-Stabilized",,12060,32,6718,12060,3755899,385,2002.000000,2002,,440,536800,2016-03-31 00:00:00.0000000,2017-10-31 00:00:00.0000000,45.5,54050000,8816154.2806000002,2508463.8700000001,65374618.150600001,False,True,False,"30096-8830",33.944647,-84.149601,"cortland.com/portico","portico@cortland.com","centurypark","(404) 999-4234","2110 Preston Park Dr",,,"47-5631167","Stand-alone","Duluth","GA"
"Attiva Lewisville","attl75077","Value-Add","Acquisition",2016-02-10 00:00:00.0000000,2020-12-08 00:00:00.0000000,False,2020-06-14 00:00:00.0000000,"Suburban","B","Garden-Style","Stabilized",2020-06-14 00:00:00.0000000,19124,24,7528,19100,3853274,409,2002.000000,2002,,180,146556,2016-04-30 00:00:00.0000000,2017-07-31 00:00:00.0000000,7.6600000000000001,20525000,4477722.4918999998,1110825.1950000001,26113547.686900001,True,True,False,"75077-2802",33.054207,-97.034111,"www.attivalewisville.com","attivalewisville@cortland.com","franklin","(214) 222-2563","901 N Garden Ridge Blvd",,"Garden Ridge TX Partners, LLC","47-5632132","Portfolio 16","Lewisville","TX"
"Cortland Whitehall","capcwbre228273","Core-Plus","Acquisition",2021-07-01 00:00:00.0000000,,False,2025-02-17 00:00:00.0000000,"Suburban","A","Garden-Style","Stabilized",2025-02-17 00:00:00.0000000,16740,3,7779,16740,4450018,1548,2018.000000,2018,,271,282171,,,,67000000,1053392.75741508,544651.15098648798,68598043.908401504,False,False,True,"28273-0046",35.151481,-80.954680,"www.cortlandwhitehall.com","Whitehall@cortland.com","whitehallbre","(704) 286-8739","9214 Christy Joy Dr",,,"86-3509372","Acorn 2","Charlotte","NC"
